CustomerID,PrimaryCountry,CustomerSegment,Cluster,Recency,Frequency,Monetary,AverageOrderValue,TotalUnits,FirstPurchase,LastPurchase,TenureDays,CustomerStatus
13075,United Kingdom,Minimum,3,130,1,919.61,919.61,485,2011-08-02 10:19:00,2011-08-02 10:19:00,1,Inactive >90 Days
13076,United Kingdom,General,1,458,1,135.4,135.4,44,2010-09-08 10:27:00,2010-09-08 10:27:00,1,Inactive >90 Days
13077,United Kingdom,Potential,4,2,11,2740.65,249.15,2468,2009-12-11 11:17:00,2011-12-08 19:24:00,728,Recently Active
13078,United Kingdom,Main,2,4,57,29018.06,509.0887719298246,12032,2009-12-01 09:06:00,2011-12-06 15:36:00,736,Recently Active
13079,United Kingdom,Prospective,0,5,6,419.18,69.86333333333333,158,2010-10-18 14:15:00,2011-12-05 16:53:00,414,Recently Active
13080,United Kingdom,Minimum,3,180,4,280.73,70.1825,193,2010-04-09 13:07:00,2011-06-13 14:59:00,431,Inactive >90 Days
13081,United Kingdom,Main,2,12,28,56838.37,2029.9417857142857,40077,2009-12-08 13:58:00,2011-11-28 10:54:00,721,Recently Active
13082,United Kingdom,Potential,4,127,21,7335.75,349.32142857142856,8466,2009-12-22 15:37:00,2011-08-05 16:16:00,592,Inactive >90 Days
13083,United Kingdom,Prospective,0,5,3,395.43,131.81,307,2010-10-10 13:38:00,2011-12-05 15:01:00,422,Recently Active
13084,United Kingdom,General,1,492,1,122.39999999999999,122.39999999999999,144,2010-08-05 08:49:00,2010-08-05 08:49:00,1,Inactive >90 Days
13085,United Kingdom,Minimum,3,158,8,2433.28,304.16,944,2009-12-01 07:45:00,2011-07-05 12:11:00,582,Inactive >90 Days
13086,United Kingdom,General,1,383,1,439.33000000000004,439.33000000000004,155,2010-11-22 10:28:00,2010-11-22 10:28:00,1,Inactive >90 Days
13087,United Kingdom,General,1,727,1,313.64,313.64,86,2009-12-13 15:16:00,2009-12-13 15:16:00,1,Inactive >90 Days
13088,United Kingdom,General,1,418,1,236.11,236.11,76,2010-10-18 15:35:00,2010-10-18 15:35:00,1,Inactive >90 Days
13089,United Kingdom,Main,2,3,203,113416.91,558.7039901477833,58932,2009-12-02 15:44:00,2011-12-07 09:02:00,736,Recently Active
13090,United Kingdom,Main,2,9,23,13076.74,568.5539130434782,3246,2010-08-02 13:58:00,2011-12-01 12:39:00,487,Recently Active
13091,United Kingdom,Prospective,0,29,2,1108.8,554.4,1338,2009-12-10 12:44:00,2011-11-11 15:54:00,702,Recently Active
13092,United Kingdom,Potential,4,71,12,2140.28,178.35666666666668,664,2010-02-10 08:44:00,2011-09-30 11:18:00,598,Recently Active
13093,United Kingdom,Main,2,276,55,54144.25,984.4409090909091,25971,2009-12-04 10:32:00,2011-03-09 12:14:00,461,Inactive >90 Days
13094,United Kingdom,Potential,4,22,13,2209.44,169.9569230769231,1896,2010-11-15 14:15:00,2011-11-18 14:07:00,369,Recently Active
13095,United Kingdom,General,1,71,1,74.39999999999999,74.39999999999999,144,2011-09-30 12:03:00,2011-09-30 12:03:00,1,Recently Active
13096,United Kingdom,General,1,395,1,419.7000000000001,419.7000000000001,6,2010-11-10 14:08:00,2010-11-10 14:08:00,1,Inactive >90 Days
13097,United Kingdom,Main,2,33,27,13015.36,482.0503703703704,5344,2009-12-01 13:31:00,2011-11-07 10:43:00,707,Recently Active
13098,United Kingdom,Main,2,2,28,28882.44,1031.5157142857142,15968,2011-01-26 13:46:00,2011-12-08 14:14:00,317,Recently Active
13099,United Kingdom,General,1,100,1,207.36,207.36,288,2011-09-01 17:40:00,2011-09-01 17:40:00,1,Inactive >90 Days
13101,United Kingdom,Minimum,3,235,4,695.4,173.85,478,2010-01-27 15:49:00,2011-04-19 14:37:00,448,Inactive >90 Days
13102,United Kingdom,Main,2,2,37,11380.1,307.57027027027027,6366,2010-05-06 13:12:00,2011-12-08 12:52:00,582,Recently Active
13103,United Kingdom,Prospective,0,40,3,709.64,236.54666666666665,426,2010-05-11 14:41:00,2011-10-31 09:38:00,539,Recently Active
13104,United Kingdom,Potential,4,4,9,1709.1,189.89999999999998,834,2010-02-24 15:06:00,2011-12-06 13:10:00,651,Recently Active
13105,United Kingdom,General,1,437,1,72.0,72.0,100,2010-09-29 13:41:00,2010-09-29 13:41:00,1,Inactive >90 Days
13106,United Kingdom,Minimum,3,134,2,603.46,301.73,231,2010-10-22 13:10:00,2011-07-29 15:12:00,281,Inactive >90 Days
13107,United Kingdom,Potential,4,45,9,5253.07,583.6744444444444,4316,2010-02-04 10:50:00,2011-10-26 14:52:00,630,Recently Active
13108,United Kingdom,Minimum,3,373,2,748.46,374.23,745,2010-09-30 17:09:00,2010-12-02 10:35:00,64,Inactive >90 Days
13109,United Kingdom,Prospective,0,60,3,1134.03,378.01,757,2010-06-06 12:59:00,2011-10-11 10:16:00,493,Recently Active
13110,United Kingdom,Potential,4,32,12,2957.4700000000003,246.45583333333335,763,2009-12-01 14:14:00,2011-11-08 14:30:00,708,Recently Active
13111,United Kingdom,General,1,719,1,321.88000000000005,321.88000000000005,180,2009-12-21 09:00:00,2009-12-21 09:00:00,1,Inactive >90 Days
13112,United Kingdom,General,1,542,1,20.599999999999998,20.599999999999998,11,2010-06-16 17:03:00,2010-06-16 17:03:00,1,Inactive >90 Days
13113,United Kingdom,Main,2,1,37,18230.07,492.7045945945946,4435,2010-03-28 16:13:00,2011-12-09 12:49:00,622,Recently Active
13114,United Kingdom,General,1,731,1,234.38,234.38,74,2009-12-09 09:56:00,2009-12-09 09:56:00,1,Inactive >90 Days
13115,United Kingdom,Potential,4,12,10,5494.7,549.47,3934,2010-04-19 13:29:00,2011-11-28 12:38:00,589,Recently Active
13116,United Kingdom,General,1,139,1,501.14,501.14,291,2011-07-24 14:33:00,2011-07-24 14:33:00,1,Inactive >90 Days
13117,United Kingdom,Potential,4,22,18,2255.66,125.31444444444443,1852,2010-03-26 13:50:00,2011-11-18 12:02:00,603,Recently Active
13118,United Kingdom,Potential,4,20,9,2415.41,268.37888888888887,834,2010-09-26 15:46:00,2011-11-20 12:46:00,421,Recently Active
13119,United Kingdom,General,1,669,1,134.9,134.9,110,2010-02-09 08:38:00,2010-02-09 08:38:00,1,Inactive >90 Days
13120,United Kingdom,General,1,239,1,30.6,30.6,12,2011-04-15 10:19:00,2011-04-15 10:19:00,1,Inactive >90 Days
13121,United Kingdom,General,1,270,1,283.73,283.73,252,2011-03-15 16:47:00,2011-03-15 16:47:00,1,Inactive >90 Days
13122,United Kingdom,Minimum,3,95,2,922.39,461.195,585,2011-04-13 14:12:00,2011-09-06 15:53:00,147,Inactive >90 Days
13123,United Kingdom,General,1,473,2,506.75,253.375,268,2010-06-28 12:43:00,2010-08-24 10:18:00,58,Inactive >90 Days
13124,United Kingdom,Potential,4,90,4,4641.66,1160.415,2738,2010-11-19 15:50:00,2011-09-11 12:45:00,297,Recently Active
13125,United Kingdom,General,1,524,1,148.62,148.62,53,2010-07-04 11:58:00,2010-07-04 11:58:00,1,Inactive >90 Days
13126,United Kingdom,Potential,4,5,13,3774.81,290.37,3289,2010-03-02 12:24:00,2011-12-05 10:00:00,644,Recently Active
13127,United Kingdom,Prospective,0,78,1,259.17,259.17,127,2011-09-23 10:26:00,2011-09-23 10:26:00,1,Recently Active
13128,United Kingdom,General,1,632,1,263.5,263.5,31,2010-03-18 15:08:00,2010-03-18 15:08:00,1,Inactive >90 Days
13129,United Kingdom,General,1,453,2,233.25,116.625,296,2010-06-28 11:54:00,2010-09-13 13:47:00,78,Inactive >90 Days
13130,United Kingdom,General,1,95,1,64.0,64.0,32,2011-09-06 15:30:00,2011-09-06 15:30:00,1,Inactive >90 Days
13131,United Kingdom,Potential,4,24,7,3313.77,473.3957142857143,1523,2010-02-09 09:47:00,2011-11-16 13:21:00,646,Recently Active
13132,United Kingdom,General,1,262,1,77.3,77.3,20,2011-03-23 12:44:00,2011-03-23 12:44:00,1,Inactive >90 Days
13133,United Kingdom,General,1,274,3,200.45,66.81666666666666,55,2010-09-06 15:30:00,2011-03-11 10:31:00,187,Inactive >90 Days
13134,United Kingdom,Potential,4,86,6,2475.23,412.53833333333336,1364,2010-10-19 13:21:00,2011-09-15 10:35:00,332,Recently Active
13135,United Kingdom,Minimum,3,197,2,3371.45,1685.725,4423,2010-08-05 17:28:00,2011-05-27 10:52:00,296,Inactive >90 Days
13136,United Kingdom,Potential,4,57,13,6274.56,482.65846153846155,3109,2009-12-08 18:30:00,2011-10-14 13:41:00,676,Recently Active
13137,United Kingdom,Main,2,11,16,7586.94,474.18375,4238,2010-07-25 15:40:00,2011-11-29 12:09:00,493,Recently Active
13138,United Kingdom,Potential,4,23,7,1274.01,182.00142857142856,593,2010-11-08 11:45:00,2011-11-17 16:51:00,375,Recently Active
13139,United Kingdom,Potential,4,17,8,8202.98,1025.3725,4614,2010-09-28 09:12:00,2011-11-23 13:54:00,422,Recently Active
13140,United Kingdom,Minimum,3,109,5,1054.92,210.984,572,2010-08-05 19:05:00,2011-08-23 15:33:00,384,Inactive >90 Days
13141,United Kingdom,Potential,4,85,17,7656.08,450.35764705882355,5159,2009-12-09 13:34:00,2011-09-16 09:54:00,647,Recently Active
13142,United Kingdom,Prospective,0,20,1,307.09000000000003,307.09000000000003,258,2011-11-20 16:07:00,2011-11-20 16:07:00,1,Recently Active
13143,United Kingdom,General,1,585,1,405.1,405.1,198,2010-05-04 12:22:00,2010-05-04 12:22:00,1,Inactive >90 Days
13144,United Kingdom,General,1,333,2,135.35,67.675,29,2010-10-04 14:14:00,2011-01-11 11:15:00,100,Inactive >90 Days
13145,United Kingdom,Potential,4,40,7,1128.52,161.21714285714285,265,2010-04-19 11:11:00,2011-10-31 12:45:00,561,Recently Active
13146,United Kingdom,Prospective,0,27,1,228.91,228.91,154,2011-11-13 15:29:00,2011-11-13 15:29:00,1,Recently Active
13147,United Kingdom,Prospective,0,11,4,712.8,178.2,144,2011-09-01 12:28:00,2011-11-29 13:59:00,90,Recently Active
13148,United Kingdom,Main,2,30,26,8488.32,326.4738461538461,4481,2009-12-07 15:26:00,2011-11-10 15:23:00,704,Recently Active
13149,United Kingdom,Potential,4,15,4,1676.06,419.015,1280,2011-02-23 13:57:00,2011-11-25 13:09:00,276,Recently Active
13150,United Kingdom,Minimum,3,485,3,449.96999999999997,149.98999999999998,171,2010-03-19 09:03:00,2010-08-12 12:59:00,147,Inactive >90 Days
13151,United Kingdom,Minimum,3,296,3,2454.71,818.2366666666667,788,2010-03-22 10:26:00,2011-02-17 12:29:00,333,Inactive >90 Days
13152,United Kingdom,Minimum,3,418,7,2146.38,306.6257142857143,977,2010-01-14 10:01:00,2010-10-18 13:44:00,278,Inactive >90 Days
13153,United Kingdom,Prospective,0,6,1,486.22,486.22,418,2011-12-04 12:14:00,2011-12-04 12:14:00,1,Recently Active
13154,United Kingdom,Minimum,3,400,3,1624.84,541.6133333333333,976,2009-12-04 08:46:00,2010-11-05 16:00:00,337,Inactive >90 Days
13155,United Kingdom,Potential,4,34,6,1370.48,228.41333333333333,741,2010-08-05 09:30:00,2011-11-06 15:41:00,459,Recently Active
13156,United Kingdom,Minimum,3,386,3,1586.54,528.8466666666667,914,2010-02-01 13:45:00,2010-11-19 13:09:00,292,Inactive >90 Days
13157,United Kingdom,Potential,4,50,9,5687.36,631.9288888888889,4762,2010-03-08 11:59:00,2011-10-21 13:50:00,593,Recently Active
13158,United Kingdom,Minimum,3,95,5,1508.18,301.636,992,2010-11-16 17:12:00,2011-09-06 11:58:00,295,Inactive >90 Days
13159,United Kingdom,Potential,4,9,4,1429.35,357.3375,1058,2011-08-16 11:44:00,2011-12-01 11:20:00,108,Recently Active
13160,United Kingdom,Prospective,0,23,1,91.8,91.8,56,2011-11-17 13:07:00,2011-11-17 13:07:00,1,Recently Active
13161,United Kingdom,General,1,314,2,472.13,236.065,105,2010-07-27 12:44:00,2011-01-30 14:03:00,188,Inactive >90 Days
13162,United Kingdom,Potential,4,123,16,9275.49,579.718125,5755,2009-12-04 13:59:00,2011-08-09 15:59:00,614,Inactive >90 Days
13163,United Kingdom,General,1,611,1,17.65,17.65,3,2010-04-08 16:21:00,2010-04-08 16:21:00,1,Inactive >90 Days
13164,United Kingdom,General,1,570,2,372.2,186.1,120,2010-02-10 11:52:00,2010-05-19 13:52:00,99,Inactive >90 Days
13165,United Kingdom,Prospective,0,47,3,1451.1599999999999,483.71999999999997,1736,2010-10-22 17:04:00,2011-10-24 15:05:00,368,Recently Active
13166,United Kingdom,Minimum,3,284,2,875.93,437.965,522,2010-10-21 14:29:00,2011-03-01 15:16:00,132,Inactive >90 Days
13167,United Kingdom,Potential,4,19,5,1113.15,222.63000000000002,995,2010-11-14 12:58:00,2011-11-21 12:24:00,373,Recently Active
13168,United Kingdom,Potential,4,37,5,1840.73,368.146,898,2010-06-15 15:00:00,2011-11-03 12:56:00,507,Recently Active
13169,United Kingdom,Prospective,0,64,3,840.08,280.0266666666667,296,2010-05-26 15:58:00,2011-10-07 12:11:00,500,Recently Active
13170,United Kingdom,Prospective,0,27,1,108.81,108.81,141,2011-11-13 12:19:00,2011-11-13 12:19:00,1,Recently Active
13171,United Kingdom,Prospective,0,22,3,468.41,156.13666666666668,229,2011-02-13 14:16:00,2011-11-18 10:27:00,279,Recently Active
13172,United Kingdom,General,1,401,1,69.6,69.6,48,2010-11-04 15:10:00,2010-11-04 15:10:00,1,Inactive >90 Days
13173,United Kingdom,Potential,4,5,11,2389.82,217.25636363636366,1479,2009-12-10 12:52:00,2011-12-05 15:51:00,726,Recently Active
13174,United Kingdom,Potential,4,17,11,7972.46,724.7690909090909,3790,2009-12-04 15:40:00,2011-11-23 14:35:00,720,Recently Active
13175,United Kingdom,Minimum,3,583,2,831.45,415.725,423,2009-12-04 12:11:00,2010-05-06 13:13:00,154,Inactive >90 Days
13176,United Kingdom,Prospective,0,47,1,481.49,481.49,448,2011-10-24 15:43:00,2011-10-24 15:43:00,1,Recently Active
13177,United Kingdom,Prospective,0,65,2,512.2,256.1,180,2010-10-05 10:35:00,2011-10-06 09:56:00,367,Recently Active
13178,United Kingdom,Main,2,27,21,14059.19,669.4852380952382,8778,2009-12-16 14:00:00,2011-11-13 16:14:00,698,Recently Active
13179,United Kingdom,General,1,619,1,572.3100000000001,572.3100000000001,368,2010-03-31 11:40:00,2010-03-31 11:40:00,1,Inactive >90 Days
13180,United Kingdom,General,1,608,1,86.10000000000001,86.10000000000001,42,2010-04-11 13:37:00,2010-04-11 13:37:00,1,Inactive >90 Days
13181,United Kingdom,General,1,382,1,359.69,359.69,171,2010-11-23 15:05:00,2010-11-23 15:05:00,1,Inactive >90 Days
13182,United Kingdom,Prospective,0,46,1,121.18,121.18,201,2011-10-25 13:46:00,2011-10-25 13:46:00,1,Recently Active
13183,United Kingdom,Main,2,8,15,7036.18,469.07866666666666,4027,2010-03-14 12:32:00,2011-12-02 10:30:00,629,Recently Active
13184,United Kingdom,Potential,4,15,10,1667.95,166.79500000000002,1661,2011-02-22 17:25:00,2011-11-25 12:02:00,277,Recently Active
13185,United Kingdom,General,1,268,1,71.4,71.4,12,2011-03-17 11:56:00,2011-03-17 11:56:00,1,Inactive >90 Days
13186,United Kingdom,Prospective,0,40,3,1575.89,525.2966666666667,820,2011-08-03 09:09:00,2011-10-31 11:40:00,90,Recently Active
13187,United Kingdom,Minimum,3,338,4,328.36,82.09,283,2010-03-25 17:18:00,2011-01-06 18:57:00,288,Inactive >90 Days
13188,United Kingdom,Prospective,0,12,1,114.6,114.6,25,2011-11-28 15:28:00,2011-11-28 15:28:00,1,Recently Active
13189,United Kingdom,Prospective,0,19,2,260.68,130.34,842,2011-08-16 13:12:00,2011-11-21 10:39:00,98,Recently Active
13190,United Kingdom,Minimum,3,545,3,570.66,190.22,308,2009-12-07 12:13:00,2010-06-13 15:47:00,189,Inactive >90 Days
13191,United Kingdom,General,1,659,1,159.21,159.21,111,2010-02-19 17:02:00,2010-02-19 17:02:00,1,Inactive >90 Days
13192,United Kingdom,Potential,4,96,6,2558.58,426.43,1629,2010-01-22 08:37:00,2011-09-05 14:13:00,592,Inactive >90 Days
13193,United Kingdom,General,1,62,1,112.08,112.08,46,2011-10-09 14:30:00,2011-10-09 14:30:00,1,Recently Active
13194,United Kingdom,General,1,136,2,472.78,236.39,326,2010-10-14 11:54:00,2011-07-27 09:01:00,287,Inactive >90 Days
13195,United Kingdom,General,1,415,1,136.73,136.73,70,2010-10-21 13:07:00,2010-10-21 13:07:00,1,Inactive >90 Days
13196,United Kingdom,Potential,4,12,7,3068.84,438.4057142857143,2006,2010-04-01 12:54:00,2011-11-28 13:54:00,607,Recently Active
13197,United Kingdom,General,1,610,1,373.01000000000005,373.01000000000005,204,2010-04-09 09:14:00,2010-04-09 09:14:00,1,Inactive >90 Days
13198,United Kingdom,Potential,4,11,8,4974.2300000000005,621.7787500000001,3449,2010-10-01 13:27:00,2011-11-29 15:17:00,425,Recently Active
13199,United Kingdom,Main,2,4,66,15949.210000000001,241.65469696969697,11566,2009-12-05 10:11:00,2011-12-06 12:30:00,732,Recently Active
13200,United Kingdom,Prospective,0,20,4,870.09,217.5225,516,2011-08-05 14:50:00,2011-11-20 15:35:00,108,Recently Active
13201,United Kingdom,Minimum,3,503,4,1233.06,308.265,1036,2010-03-07 11:01:00,2010-07-25 14:30:00,141,Inactive >90 Days
13202,United Kingdom,Minimum,3,395,7,1580.3,225.75714285714284,572,2009-12-09 10:48:00,2010-11-10 16:24:00,337,Inactive >90 Days
13203,United Kingdom,Potential,4,10,10,2648.25,264.825,2413,2009-12-17 14:15:00,2011-11-30 10:45:00,714,Recently Active
13204,United Kingdom,General,1,732,1,966.6600000000001,966.6600000000001,428,2009-12-08 14:56:00,2009-12-08 14:56:00,1,Inactive >90 Days
13205,United Kingdom,Minimum,3,444,1,2803.2,2803.2,256,2010-09-22 16:26:00,2010-09-22 16:26:00,1,Inactive >90 Days
13206,United Kingdom,Minimum,3,401,13,8308.19,639.0915384615384,7086,2009-12-07 13:48:00,2010-11-04 16:50:00,333,Inactive >90 Days
13207,United Kingdom,Prospective,0,16,4,535.86,133.965,178,2010-04-06 16:37:00,2011-11-24 14:52:00,598,Recently Active
13208,United Kingdom,Potential,4,60,8,1951.82,243.9775,1307,2009-12-03 13:25:00,2011-10-11 16:25:00,678,Recently Active
13209,United Kingdom,Potential,4,31,13,8509.51,654.5776923076924,5781,2010-01-24 14:30:00,2011-11-09 13:54:00,655,Recently Active
13210,United Kingdom,General,1,94,1,353.48,353.48,316,2011-09-07 08:18:00,2011-09-07 08:18:00,1,Inactive >90 Days
13211,United Kingdom,Potential,4,11,10,2618.77,261.877,1845,2009-12-06 15:24:00,2011-11-29 14:43:00,724,Recently Active
13212,United Kingdom,Prospective,0,20,3,786.83,262.2766666666667,309,2011-10-09 14:48:00,2011-11-20 12:40:00,43,Recently Active
13213,United Kingdom,Potential,4,57,11,3851.52,350.1381818181818,2962,2010-05-20 14:50:00,2011-10-14 11:42:00,513,Recently Active
13214,United Kingdom,Minimum,3,418,7,3264.23,466.31857142857143,2966,2010-03-03 14:10:00,2010-10-18 10:00:00,230,Inactive >90 Days
13215,United Kingdom,General,1,403,1,81.6,81.6,96,2010-11-02 18:26:00,2010-11-02 18:26:00,1,Inactive >90 Days
13216,United Kingdom,General,1,268,1,333.74,333.74,297,2011-03-17 12:18:00,2011-03-17 12:18:00,1,Inactive >90 Days
13217,United Kingdom,Minimum,3,123,4,666.48,166.62,512,2010-02-22 12:49:00,2011-08-09 15:32:00,534,Inactive >90 Days
13218,United Kingdom,General,1,128,1,62.64,62.64,88,2011-08-04 16:59:00,2011-08-04 16:59:00,1,Inactive >90 Days
13219,United Kingdom,General,1,619,1,76.23,76.23,11,2010-03-31 14:18:00,2010-03-31 14:18:00,1,Inactive >90 Days
13220,United Kingdom,Minimum,3,79,5,1336.0900000000001,267.218,396,2010-05-13 10:35:00,2011-09-22 13:38:00,498,Recently Active
13221,United Kingdom,Minimum,3,241,2,844.86,422.43,243,2010-12-15 13:24:00,2011-04-13 16:58:00,120,Inactive >90 Days
13222,United Kingdom,General,1,578,1,88.5,88.5,30,2010-05-11 13:54:00,2010-05-11 13:54:00,1,Inactive >90 Days
13223,United Kingdom,Minimum,3,201,6,969.12,161.52,568,2010-02-12 13:27:00,2011-05-23 13:03:00,466,Inactive >90 Days
13224,United Kingdom,Minimum,3,61,2,2152.95,1076.475,1515,2011-07-11 14:10:00,2011-10-10 14:55:00,92,Recently Active
13225,United Kingdom,Main,2,4,16,16260.07,1016.254375,7401,2009-12-17 09:09:00,2011-12-06 13:29:00,720,Recently Active
13226,United Kingdom,General,1,274,2,312.46,156.23,179,2010-11-11 13:46:00,2011-03-11 14:35:00,121,Inactive >90 Days
13227,United Kingdom,General,1,202,1,257.7,257.7,99,2011-05-22 11:47:00,2011-05-22 11:47:00,1,Inactive >90 Days
13228,United Kingdom,Prospective,0,82,1,358.0,358.0,200,2011-09-19 14:28:00,2011-09-19 14:28:00,1,Recently Active
13229,United Kingdom,General,1,226,1,160.95,160.95,63,2011-04-28 12:07:00,2011-04-28 12:07:00,1,Inactive >90 Days
13230,United Kingdom,Main,2,5,30,6109.51,203.65033333333335,3495,2010-03-18 20:02:00,2011-12-05 16:03:00,628,Recently Active
13232,United Kingdom,Potential,4,13,7,1327.75,189.67857142857142,771,2011-04-10 13:48:00,2011-11-27 10:39:00,232,Recently Active
13233,United Kingdom,Minimum,3,75,4,1176.46,294.115,1604,2010-01-14 14:10:00,2011-09-26 13:25:00,621,Recently Active
13234,United Kingdom,General,1,673,2,346.5,173.25,159,2009-12-07 12:32:00,2010-02-05 11:41:00,61,Inactive >90 Days
13235,United Kingdom,Minimum,3,213,1,1031.07,1031.07,441,2011-05-11 17:13:00,2011-05-11 17:13:00,1,Inactive >90 Days
13236,United Kingdom,Prospective,0,25,2,744.85,372.425,416,2011-08-25 08:58:00,2011-11-15 12:50:00,83,Recently Active
13237,United Kingdom,General,1,388,1,643.0,643.0,128,2010-11-17 10:07:00,2010-11-17 10:07:00,1,Inactive >90 Days
13238,United Kingdom,Potential,4,18,6,1006.63,167.77166666666668,442,2010-04-28 15:02:00,2011-11-22 15:37:00,574,Recently Active
13239,United Kingdom,Minimum,3,262,5,1594.69,318.938,1151,2010-07-25 13:34:00,2011-03-23 10:25:00,242,Inactive >90 Days
13240,United Kingdom,Potential,4,97,8,1455.39,181.92375,707,2010-02-25 13:17:00,2011-09-04 14:08:00,557,Inactive >90 Days
13241,United Kingdom,General,1,412,1,112.53,112.53,46,2010-10-24 11:17:00,2010-10-24 11:17:00,1,Inactive >90 Days
13242,United Kingdom,Minimum,3,113,7,699.4,99.91428571428571,350,2010-02-09 13:12:00,2011-08-19 12:53:00,557,Inactive >90 Days
13243,United Kingdom,Minimum,3,204,5,1220.38,244.07600000000002,554,2010-03-18 13:10:00,2011-05-20 13:14:00,429,Inactive >90 Days
13244,United Kingdom,General,1,93,1,121.74000000000001,121.74000000000001,38,2011-09-08 11:46:00,2011-09-08 11:46:00,1,Inactive >90 Days
13245,United Kingdom,Prospective,0,51,2,989.22,494.61,371,2010-10-03 14:03:00,2011-10-20 11:40:00,383,Recently Active
13246,United Kingdom,Potential,4,19,11,3351.75,304.70454545454544,2796,2010-07-02 13:36:00,2011-11-21 16:50:00,508,Recently Active
13247,United Kingdom,Prospective,0,18,4,501.12,125.28,328,2011-09-18 11:31:00,2011-11-22 10:59:00,66,Recently Active
13248,United Kingdom,General,1,125,2,465.68,232.84,305,2011-06-03 13:05:00,2011-08-07 12:40:00,66,Inactive >90 Days
13249,United Kingdom,Potential,4,93,9,1608.9299999999998,178.76999999999998,1246,2010-01-24 12:11:00,2011-09-08 13:26:00,593,Inactive >90 Days
13250,United Kingdom,General,1,461,2,253.09,126.545,107,2010-07-25 14:01:00,2010-09-05 11:33:00,43,Inactive >90 Days
13251,United Kingdom,General,1,403,1,252.68,252.68,215,2010-11-02 13:20:00,2010-11-02 13:20:00,1,Inactive >90 Days
13252,United Kingdom,General,1,395,2,399.3,199.65,134,2010-03-24 10:30:00,2010-11-10 16:00:00,232,Inactive >90 Days
13253,United Kingdom,Minimum,3,157,4,2951.11,737.7775,3015,2010-01-05 12:13:00,2011-07-06 10:09:00,548,Inactive >90 Days
13254,United Kingdom,General,1,377,1,51.41,51.41,43,2010-11-28 15:42:00,2010-11-28 15:42:00,1,Inactive >90 Days
13255,United Kingdom,Prospective,0,10,3,678.76,226.25333333333333,407,2010-07-15 13:20:00,2011-11-30 13:14:00,504,Recently Active
13257,United Kingdom,General,1,437,1,149.75,149.75,33,2010-09-29 14:58:00,2010-09-29 14:58:00,1,Inactive >90 Days
13258,United Kingdom,Potential,4,12,5,1009.43,201.886,446,2010-11-04 12:45:00,2011-11-28 09:31:00,390,Recently Active
13259,United Kingdom,Potential,4,62,9,1398.79,155.42111111111112,502,2010-01-10 10:26:00,2011-10-09 10:48:00,638,Recently Active
13260,United Kingdom,Prospective,0,62,1,557.62,557.62,142,2011-10-09 13:21:00,2011-10-09 13:21:00,1,Recently Active
13261,United Kingdom,Minimum,3,269,2,944.1,472.05,210,2011-02-27 10:41:00,2011-03-16 12:22:00,18,Inactive >90 Days
13262,United Kingdom,Minimum,3,264,3,573.45,191.15,247,2010-04-18 12:14:00,2011-03-21 15:06:00,338,Inactive >90 Days
13263,United Kingdom,Main,2,2,38,8650.98,227.6573684210526,5365,2010-10-22 17:07:00,2011-12-08 13:59:00,413,Recently Active
13264,United Kingdom,General,1,443,1,722.5600000000001,722.5600000000001,375,2010-09-23 12:42:00,2010-09-23 12:42:00,1,Inactive >90 Days
13265,United Kingdom,Potential,4,54,5,2092.66,418.532,1740,2011-03-11 09:54:00,2011-10-17 15:02:00,221,Recently Active
13266,United Kingdom,Main,2,12,19,6135.04,322.89684210526315,6837,2009-12-17 10:52:00,2011-11-28 14:39:00,712,Recently Active
13267,United Kingdom,Main,2,3,36,9429.81,261.93916666666667,3959,2009-12-07 16:56:00,2011-12-07 11:12:00,731,Recently Active
13268,United Kingdom,Potential,4,18,10,3152.71,315.271,3548,2011-03-17 13:20:00,2011-11-22 11:34:00,251,Recently Active
13269,United Kingdom,Main,2,2,28,8537.32,304.9042857142857,6366,2009-12-02 11:47:00,2011-12-08 14:53:00,737,Recently Active
13270,United Kingdom,General,1,367,1,590.0,590.0,200,2010-12-08 14:53:00,2010-12-08 14:53:00,1,Inactive >90 Days
13271,United Kingdom,Prospective,0,38,1,211.49,211.49,240,2011-11-02 14:31:00,2011-11-02 14:31:00,1,Recently Active
13272,United Kingdom,Prospective,0,32,2,276.56,138.28,96,2011-09-11 12:06:00,2011-11-08 14:00:00,59,Recently Active
13273,United Kingdom,General,1,114,1,138.98,138.98,153,2011-08-18 14:02:00,2011-08-18 14:02:00,1,Inactive >90 Days
13274,United Kingdom,General,1,410,1,360.85,360.85,199,2010-10-26 13:48:00,2010-10-26 13:48:00,1,Inactive >90 Days
13275,United Kingdom,General,1,384,2,238.86,119.43,138,2010-03-17 14:05:00,2010-11-21 12:09:00,250,Inactive >90 Days
13276,United Kingdom,Potential,4,64,5,1891.91,378.382,840,2010-03-07 14:05:00,2011-10-07 12:44:00,580,Recently Active
13277,United Kingdom,Prospective,0,16,7,523.3,74.75714285714285,382,2010-06-18 08:45:00,2011-11-24 09:21:00,525,Recently Active
13278,United Kingdom,Potential,4,41,4,1425.35,356.3375,1333,2010-04-08 11:59:00,2011-10-30 11:49:00,571,Recently Active
13279,United Kingdom,General,1,79,1,137.75,137.75,73,2011-09-22 17:24:00,2011-09-22 17:24:00,1,Recently Active
13280,United Kingdom,Minimum,3,123,7,2293.33,327.61857142857144,1489,2010-03-05 09:07:00,2011-08-09 13:14:00,523,Inactive >90 Days
